Date,Open,High,Low,Close
10/5/18,56.990002,57.102501,55.145,56.072498
10/8/18,55.552502,56.200001,55.049999,55.942501
10/9/18,55.91,56.817501,55.5625,56.717499
10/10/18,56.365002,56.587502,54.012501,54.09
10/11/18,53.630001,54.875,53.080002,53.612499
10/12/18,55.105,55.720001,54.209999,55.5275
10/15/18,55.290001,55.4575,54.317501,54.34
10/16/18,54.732498,55.747501,54.189999,55.537498
10/17/18,55.575001,55.66,54.834999,55.297501
10/18/18,54.465,54.935001,53.25,54.005001
10/19/18,54.514999,55.314999,54.357498,54.827499
10/22/18,54.947498,55.84,54.735001,55.162498
10/23/18,53.9575,55.8125,53.674999,55.682499
10/24/18,55.650002,56.057499,53.634998,53.772499
10/25/18,54.427502,55.345001,54.1875,54.950001
10/26/18,53.974998,55.047501,53.1675,54.075001
10/29/18,54.797501,54.922501,51.522499,53.060001
10/30/18,52.787498,53.794998,52.317501,53.325001
10/31/18,54.220001,55.112499,54.154999,54.715
11/1/18,54.762501,55.59,54.202499,55.555
11/2/18,52.387501,53.412498,51.357498,51.869999
11/5/18,51.075001,51.0975,49.5425,50.397499
11/6/18,50.48,51.18,50.422501,50.942501
11/7/18,51.4925,52.514999,51.032501,52.487499
11/8/18,52.494999,52.529999,51.6875,52.122501
11/9/18,51.387501,51.502499,50.5625,51.1175
11/12/18,49.75,49.962502,48.447498,48.5425
11/13/18,47.907501,49.294998,47.862499,48.057499
11/14/18,48.474998,48.619999,46.482498,46.700001
11/15/18,47.0975,47.9925,46.724998,47.852501
11/16/18,47.625,48.7425,47.365002,48.3825
11/19/18,47.5,47.674999,46.247501,46.465
11/20/18,44.592499,45.3675,43.877499,44.244999
11/21/18,44.932499,45.067501,44.137501,44.195
11/23/18,43.735001,44.150002,43.025002,43.072498
11/26/18,43.560001,43.737499,42.564999,43.654999
11/27/18,42.877499,43.692501,42.720001,43.560001
11/28/18,44.182499,45.322498,43.732498,45.235001
11/29/18,45.665001,45.700001,44.424999,44.887501
11/30/18,45.072498,45.0825,44.2575,44.645
12/3/18,46.115002,46.235001,45.302502,46.205002
12/4/18,45.237499,45.5975,44.067501,44.172501
12/6/18,42.939999,43.695,42.605,43.68
12/7/18,43.372501,43.622501,42.075001,42.122501
12/10/18,41.25,42.522499,40.8325,42.400002
12/11/18,42.915001,42.947498,41.75,42.157501
12/12/18,42.599998,42.98,42.255001,42.275002
12/13/18,42.622501,43.142502,42.387501,42.737499
12/14/18,42.25,42.27,41.32,41.369999
12/17/18,41.362499,42.087502,40.682499,40.985001
12/18/18,41.345001,41.8825,41.0975,41.517502
12/19/18,41.5,41.862499,39.772499,40.2225
12/20/18,40.099998,40.5275,38.825001,39.2075
12/21/18,39.215,39.540001,37.407501,37.682499
12/24/18,37.037498,37.887501,36.647499,36.7075
12/26/18,37.075001,39.307499,36.68,39.2925
12/27/18,38.959999,39.192501,37.517502,39.037498
12/28/18,39.375,39.630001,38.637501,39.057499
12/31/18,39.6325,39.84,39.119999,39.435001
1/2/19,38.7225,39.712502,38.557499,39.48
1/3/19,35.994999,36.43,35.5,35.547501
1/4/19,36.1325,37.137501,35.950001,37.064999
1/7/19,37.174999,37.2075,36.474998,36.982498
1/8/19,37.389999,37.955002,37.130001,37.6875
1/9/19,37.822498,38.6325,37.407501,38.327499
1/10/19,38.125,38.4925,37.715,38.450001
1/11/19,38.220001,38.424999,37.877499,38.072498
1/14/19,37.712502,37.817501,37.305,37.5
1/15/19,37.567501,38.3475,37.512501,38.267502
1/16/19,38.27,38.970001,38.25,38.735001
1/17/19,38.549999,39.415001,38.314999,38.965
1/18/19,39.375,39.470001,38.994999,39.205002
1/22/19,39.102501,39.182499,38.154999,38.325001
1/23/19,38.537498,38.785,37.924999,38.48
1/24/19,38.5275,38.619999,37.935001,38.174999
1/25/19,38.869999,39.532501,38.580002,39.439999
1/28/19,38.947498,39.0825,38.415001,39.075001
1/29/19,39.0625,39.532501,38.5275,38.669998
1/30/19,40.8125,41.537498,40.057499,41.3125
1/31/19,41.5275,42.25,41.139999,41.610001
2/1/19,41.740002,42.244999,41.482498,41.630001
2/4/19,41.852501,42.915001,41.82,42.8125
2/5/19,43.215,43.77,43.087502,43.544998
2/6/19,43.662498,43.892502,43.212502,43.560001
2/7/19,43.099998,43.485001,42.584999,42.735001
2/8/19,42.247501,42.665001,42.105,42.602501
2/11/19,42.762501,42.802502,42.3125,42.357498
2/12/19,42.525002,42.75,42.424999,42.7225
2/13/19,42.8475,43.119999,42.48,42.544998
2/14/19,42.427502,42.814999,42.345001,42.700001
2/15/19,42.8125,42.924999,42.4375,42.605
2/19/19,42.427502,42.860001,42.372501,42.732498
2/20/19,42.797501,43.330002,42.747501,43.0075
2/21/19,42.950001,43.092499,42.575001,42.764999
2/22/19,42.895,43.25,42.845001,43.2425
2/25/19,43.540001,43.967499,43.487499,43.557499
2/26/19,43.427502,43.825001,43.2925,43.5825
2/27/19,43.302502,43.75,43.182499,43.717499
2/28/19,43.580002,43.727501,43.23,43.287498
3/1/19,43.57,43.787498,43.2225,43.7425
3/4/19,43.922501,44.4375,43.4925,43.962502
3/5/19,43.985001,44,43.634998,43.8825
3/6/19,43.6675,43.872501,43.485001,43.630001
3/7/19,43.467499,43.610001,43.005001,43.125
3/8/19,42.580002,43.267502,42.375,43.227501
3/11/19,43.872501,44.779999,43.837502,44.724998
3/12/19,45,45.6675,44.842499,45.227501
3/13/19,45.5625,45.825001,45.23,45.427502
3/14/19,45.974998,46.025002,45.639999,45.932499
3/15/19,46.212502,46.8325,45.935001,46.529999
3/18/19,46.450001,47.0975,46.447498,47.005001
3/19/19,47.087502,47.247501,46.48,46.6325
3/20/19,46.557499,47.372501,46.182499,47.040001
3/21/19,47.505001,49.0825,47.452499,48.772499
3/22/19,48.834999,49.422501,47.695,47.762501
3/25/19,47.877499,47.994999,46.650002,47.185001
3/26/19,47.915001,48.220001,46.145,46.697498
3/27/19,47.1875,47.439999,46.637501,47.1175
3/28/19,47.237499,47.389999,46.8825,47.18
3/29/19,47.4575,47.52,47.134998,47.487499
4/1/19,47.91,47.919998,47.095001,47.810001
4/2/19,47.772499,48.615002,47.762501,48.505001
4/3/19,48.3125,49.125,48.287498,48.837502
4/4/19,48.697498,49.092499,48.285,48.922501
4/5/19,49.112499,49.275002,48.982498,49.25
4/8/19,49.105,50.057499,49.084999,50.025002
4/9/19,50.080002,50.712502,49.807499,49.875
4/10/19,49.669998,50.185001,49.544998,50.154999
4/11/19,50.212502,50.25,49.610001,49.737499
4/12/19,49.799999,50.035,49.052502,49.717499
4/15/19,49.645,49.962502,49.502499,49.807499
4/16/19,49.865002,50.342499,49.639999,49.8125
4/17/19,49.884998,50.845001,49.6525,50.782501
4/18/19,50.779999,51.037498,50.630001,50.965
4/22/19,50.7075,51.235001,50.584999,51.1325
4/23/19,51.107498,51.9375,50.974998,51.869999
4/24/19,51.84,52.119999,51.762501,51.790001
4/25/19,51.7075,51.939999,51.279999,51.32
4/26/19,51.224998,51.25,50.529999,51.075001
4/29/19,51.099998,51.4925,50.965,51.1525
4/30/19,50.764999,50.849998,49.7775,50.1675
5/1/19,52.470001,53.827499,52.307499,52.630001
5/2/19,52.459999,53.162498,52.032501,52.287498
5/3/19,52.7225,52.959999,52.557499,52.9375
5/6/19,51.072498,52.209999,50.875,52.119999
5/7/19,51.470001,51.855,50.2075,50.715
5/8/19,50.474998,51.334999,50.4375,50.724998
5/9/19,50.099998,50.419998,49.165001,50.18
5/10/19,49.355,49.712502,48.192501,49.294998
5/13/19,46.927502,47.369999,45.712502,46.43
5/14/19,46.602501,47.424999,46.352501,47.165001
5/15/19,46.567501,47.9375,46.505001,47.73
5/16/19,47.477501,48.1175,47.209999,47.52
5/17/19,46.732498,47.724998,46.689999,47.25
5/20/19,45.880001,46.087502,45.07,45.772499
5/21/19,46.305,47,46.174999,46.650002
5/22/19,46.165001,46.427502,45.637501,45.695
5/23/19,44.950001,45.134998,44.452499,44.915001
5/24/19,45.049999,45.535,44.654999,44.7425
5/28/19,44.73,45.147499,44.477501,44.557499
5/29/19,44.105,44.837502,44,44.345001
5/30/19,44.487499,44.807499,44.1675,44.575001
5/31/19,44.057499,44.497501,43.747501,43.767502
6/3/19,43.900002,44.48,42.567501,43.325001
6/4/19,43.860001,44.9575,43.630001,44.91
6/5/19,46.07,46.247501,45.285,45.634998
6/6/19,45.77,46.3675,45.537498,46.305
6/7/19,46.627499,47.98,46.442501,47.537498
6/10/19,47.952499,48.842499,47.904999,48.145
6/11/19,48.715,49,48.400002,48.702499
6/12/19,48.487499,48.9925,48.3475,48.547501
6/13/19,48.674999,49.197498,48.400002,48.537498
6/14/19,47.887501,48.397499,47.575001,48.185001
6/17/19,48.224998,48.740002,48.0425,48.4725
6/18/19,49.012501,50.072498,48.802502,49.612499
6/19/19,49.919998,49.970001,49.327499,49.467499
6/20/19,50.092499,50.1525,49.5075,49.865002
6/21/19,49.700001,50.212502,49.537498,49.695
6/24/19,49.634998,50.040001,49.5425,49.645
6/25/19,49.607498,49.814999,48.822498,48.892502
6/26/19,49.442501,50.247501,49.337502,49.950001
6/27/19,50.072498,50.392502,49.892502,49.935001
6/28/19,49.669998,49.875,49.262501,49.48
7/1/19,50.7925,51.122501,50.162498,50.387501
7/2/19,50.352501,50.782501,50.34,50.682499
7/3/19,50.82,51.110001,50.672501,51.102501
7/5/19,50.837502,51.27,50.724998,51.057499
7/8/19,50.202499,50.349998,49.602501,50.005001
7/9/19,49.799999,50.377499,49.702499,50.310001
7/10/19,50.462502,50.932499,50.389999,50.807499
7/11/19,50.827499,51.0975,50.427502,50.4375
7/12/19,50.612499,51,50.549999,50.825001
7/15/19,51.022499,51.467499,51,51.302502
7/16/19,51.147499,51.5275,50.875,51.125
7/17/19,51.012501,51.272499,50.817501,50.837502
7/18/19,51,51.470001,50.924999,51.415001
7/19/19,51.447498,51.625,50.59,50.647499
7/22/19,50.912498,51.807499,50.9025,51.805
7/23/19,52.115002,52.227501,51.822498,52.209999
7/24/19,51.9175,52.287498,51.7925,52.1675
7/25/19,52.2225,52.310001,51.682499,51.755001
7/26/19,51.869999,52.432499,51.785,51.935001
7/29/19,52.115002,52.66,52.110001,52.419998
7/30/19,52.189999,52.540001,51.827499,52.195
7/31/19,54.105,55.342499,52.825001,53.259998
8/1/19,53.474998,54.5075,51.685001,52.107498
8/2/19,51.3825,51.607498,50.407501,51.005001
8/5/19,49.497501,49.662498,48.145,48.334999
8/6/19,49.077499,49.517502,48.509998,49.25
8/7/19,48.852501,49.889999,48.455002,49.759998
8/8/19,50.049999,50.8825,49.8475,50.857498
8/9/19,50.325001,50.689999,49.822498,50.247501
8/12/19,49.904999,50.512501,49.787498,50.119999
8/13/19,50.255001,53.035,50.119999,52.2425
8/14/19,50.790001,51.610001,50.647499,50.6875
8/15/19,50.865002,51.285,49.9175,50.435001
8/16/19,51.07,51.790001,50.959999,51.625
8/19/19,52.654999,53.182499,52.5075,52.587502
8/20/19,52.720001,53.337502,52.580002,52.59
8/21/19,53.247501,53.412498,52.900002,53.16
8/22/19,53.297501,53.610001,52.6875,53.115002
8/23/19,52.357498,53.012501,50.25,50.66
8/26/19,51.465,51.797501,51.264999,51.622501
8/27/19,51.965,52.137501,50.8825,51.040001
8/28/19,51.025002,51.43,50.830002,51.3825
8/29/19,52.125,52.330002,51.665001,52.252499
8/30/19,52.540001,52.612499,51.799999,52.185001
9/3/19,51.607498,51.744999,51.055,51.424999
9/4/19,52.0975,52.369999,51.830002,52.297501
9/5/19,53,53.4925,52.877499,53.32
9/6/19,53.512501,53.605,53.127499,53.314999
9/9/19,53.709999,54.110001,52.767502,53.5425
9/10/19,53.465,54.195,52.927502,54.174999
9/11/19,54.517502,55.927502,54.432499,55.897499
9/12/19,56.200001,56.605,55.715,55.772499
9/13/19,55,55.197498,54.255001,54.6875
9/16/19,54.432499,55.032501,54.389999,54.974998
9/17/19,54.990002,55.205002,54.779999,55.174999
9/18/19,55.264999,55.712502,54.860001,55.692501
9/19/19,55.502499,55.939999,55.092499,55.240002
9/20/19,55.345001,55.639999,54.3675,54.432499
9/23/19,54.737499,54.959999,54.412498,54.68
9/24/19,55.2575,55.622501,54.297501,54.419998
9/25/19,54.637501,55.375,54.285,55.2575
9/26/19,55,55.235001,54.7075,54.9725
9/27/19,55.134998,55.240002,54.32,54.705002
9/30/19,55.224998,56.145,55.197498,55.9925
10/1/19,56.267502,57.055,56.049999,56.147499
10/2/19,55.764999,55.895,54.482498,54.740002
10/3/19,54.607498,55.240002,53.782501,55.205002
10/4/19,56.41,56.872501,55.9725,56.752499
10/7/19,56.567501,57.482498,56.459999,56.764999
10/8/19,56.455002,57.014999,56.0825,56.099998
10/9/19,56.7575,56.947498,56.41,56.7575
10/10/19,56.982498,57.610001,56.825001,57.522499
10/11/19,58.237499,59.41,58.077499,59.052502
10/14/19,58.724998,59.532501,58.6675,58.967499
10/15/19,59.0975,59.412498,58.720001,58.830002
10/16/19,58.342499,58.810001,58.299999,58.592499
10/17/19,58.772499,59.037498,58.380001,58.82
10/18/19,58.647499,59.395,58.572498,59.102501
10/21/19,59.380001,60.247501,59.330002,60.127499
10/22/19,60.290001,60.549999,59.904999,59.990002
10/23/19,60.525002,60.810001,60.305,60.794998
10/24/19,61.127499,61.200001,60.452499,60.895
10/25/19,60.790001,61.682499,60.720001,61.645
10/28/19,61.855,62.3125,61.68,62.262501
10/29/19,62.2425,62.4375,60.642502,60.822498
10/30/19,61.189999,61.325001,60.302502,60.814999
10/31/19,61.810001,62.2925,59.314999,62.189999
11/1/19,62.384998,63.982498,62.290001,63.955002
11/4/19,64.332497,64.462502,63.845001,64.375
11/5/19,64.262497,64.547501,64.080002,64.282501
11/6/19,64.192497,64.372498,63.842499,64.309998
11/7/19,64.684998,65.087502,64.527496,64.857498
11/8/19,64.672501,65.110001,64.212502,65.035004
11/11/19,64.574997,65.6175,64.57,65.550003
11/12/19,65.387497,65.697502,65.230003,65.489998
11/13/19,65.282501,66.195,65.267502,66.1175
11/14/19,65.9375,66.220001,65.525002,65.660004
11/15/19,65.919998,66.445,65.752502,66.440002
11/18/19,66.449997,66.857498,66.057503,66.775002
11/19/19,66.974998,67,66.347504,66.572502
11/20/19,66.385002,66.519997,65.099998,65.797501
11/21/19,65.922501,66.002502,65.294998,65.502502
11/22/19,65.647499,65.794998,65.209999,65.445
11/25/19,65.677498,66.610001,65.629997,66.592499
11/26/19,66.735001,66.790001,65.625,66.072502
11/27/19,66.394997,66.995003,66.327499,66.959999
11/29/19,66.650002,67,66.474998,66.8125
12/2/19,66.817497,67.0625,65.862503,66.040001
12/3/19,64.577499,64.8825,64.072502,64.862503
12/4/19,65.267502,65.827499,65.169998,65.434998
12/5/19,65.947502,66.472504,65.682503,66.394997
12/6/19,66.870003,67.75,66.824997,67.677498
12/9/19,67.5,67.699997,66.227501,66.730003
12/10/19,67.150002,67.517502,66.464996,67.120003
12/11/19,67.202499,67.775002,67.125,67.692497
12/12/19,66.945,68.139999,66.830002,67.864998
12/13/19,67.864998,68.824997,67.732498,68.787498
12/16/19,69.25,70.197502,69.245003,69.964996
12/17/19,69.892502,70.442497,69.699997,70.102501
12/18/19,69.949997,70.474998,69.779999,69.934998
12/19/19,69.875,70.294998,69.737503,70.004997
12/20/19,70.557503,70.662498,69.639999,69.860001
12/23/19,70.1325,71.0625,70.092499,71
12/24/19,71.172501,71.222504,70.730003,71.067497
12/26/19,71.205002,72.495003,71.175003,72.477501
12/27/19,72.779999,73.4925,72.029999,72.449997
12/30/19,72.364998,73.172501,71.305,72.879997
12/31/19,72.482498,73.419998,72.379997,73.412498
1/2/20,74.059998,75.150002,73.797501,75.087502
1/3/20,74.287498,75.144997,74.125,74.357498
1/6/20,73.447502,74.989998,73.1875,74.949997
1/7/20,74.959999,75.224998,74.370003,74.597504
1/8/20,74.290001,76.110001,74.290001,75.797501
1/9/20,76.809998,77.607498,76.550003,77.407501
1/10/20,77.650002,78.167503,77.0625,77.582497
1/13/20,77.910004,79.267502,77.787498,79.239998
1/14/20,79.175003,79.392502,78.042503,78.169998
1/15/20,77.962502,78.875,77.387497,77.834999
1/16/20,78.397499,78.925003,78.022499,78.809998
1/17/20,79.067497,79.684998,78.75,79.682503
1/21/20,79.297501,79.754997,79,79.142502
1/22/20,79.644997,79.997498,79.327499,79.425003
1/23/20,79.480003,79.889999,78.912498,79.807503
1/24/20,80.0625,80.832497,79.379997,79.577499
1/27/20,77.514999,77.942497,76.220001,77.237503
1/28/20,78.150002,79.599998,78.047501,79.422501
1/29/20,81.112503,81.962502,80.345001,81.084999
1/30/20,80.135002,81.022499,79.6875,80.967499
1/31/20,80.232498,80.669998,77.072502,77.377502
2/3/20,76.074997,78.372498,75.555,77.165001
2/4/20,78.827499,79.910004,78.407501,79.712502
2/5/20,80.879997,81.190002,79.737503,80.362503
2/6/20,80.642502,81.305,80.065002,81.302498
2/7/20,80.592499,80.849998,79.5,80.0075
2/10/20,78.544998,80.387497,78.462502,80.387497
2/11/20,80.900002,80.974998,79.677498,79.902496
2/12/20,80.3675,81.805,80.3675,81.800003
2/13/20,81.047501,81.555,80.837502,81.217499
2/14/20,81.184998,81.495003,80.712502,81.237503
2/18/20,78.839996,79.9375,78.652496,79.75
2/19/20,80,81.142502,80,80.904999
2/20/20,80.657501,81.162498,79.552498,80.074997
2/21/20,79.654999,80.112503,77.625,78.262497
2/24/20,74.315002,76.044998,72.307503,74.544998
2/25/20,75.237503,75.6325,71.532501,72.019997
2/26/20,71.6325,74.470001,71.625,73.162498
2/27/20,70.275002,71.5,68.239998,68.379997
2/28/20,64.315002,69.602501,64.092499,68.339996
3/2/20,70.57,75.360001,69.43,74.702499
3/3/20,75.917503,76,71.449997,72.330002
3/4/20,74.110001,75.849998,73.282501,75.684998
3/5/20,73.879997,74.887497,72.852501,73.230003
3/6/20,70.5,72.705002,70.307503,72.2575
3/9/20,65.9375,69.522499,65.75,66.542503
3/10/20,69.285004,71.610001,67.342499,71.334999
3/11/20,69.347504,70.305,67.964996,68.857498
3/12/20,63.985001,67.5,62,62.057499
3/13/20,66.222504,69.980003,63.237499,69.4925
3/16/20,60.487499,64.769997,60,60.552502
3/17/20,61.877499,64.402496,59.599998,63.215
3/18/20,59.942501,62.5,59.279999,61.6675
3/19/20,61.8475,63.209999,60.6525,61.195
3/20/20,61.794998,62.9575,57,57.310001
3/23/20,57.02,57.125,53.1525,56.092499
3/24/20,59.09,61.922501,58.575001,61.720001
3/25/20,62.6875,64.5625,61.075001,61.380001
3/26/20,61.630001,64.669998,61.59,64.610001
3/27/20,63.1875,63.967499,61.762501,61.935001
3/30/20,62.685001,63.880001,62.349998,63.702499
3/31/20,63.900002,65.622498,63,63.572498
4/1/20,61.625,62.18,59.782501,60.227501
4/2/20,60.084999,61.287498,59.224998,61.232498
4/3/20,60.700001,61.424999,59.7425,60.352501
4/6/20,62.724998,65.777496,62.345001,65.6175
4/7/20,67.699997,67.925003,64.75,64.857498
4/8/20,65.684998,66.842499,65.307503,66.517502
4/9/20,67.175003,67.517502,66.175003,66.997498
4/13/20,67.077499,68.425003,66.457497,68.3125
4/14/20,70,72.0625,69.512497,71.762497
4/15/20,70.599998,71.582497,70.157501,71.107498
4/16/20,71.845001,72.050003,70.587502,71.672501
4/17/20,71.172501,71.737503,69.214996,70.699997
4/20/20,69.487503,70.419998,69.212502,69.232498
4/21/20,69.07,69.3125,66.357498,67.092499
4/22/20,68.402496,69.474998,68.050003,69.025002
4/23/20,68.967499,70.4375,68.717499,68.7575
4/24/20,69.300003,70.752502,69.25,70.7425
4/27/20,70.449997,71.135002,69.987503,70.792503
4/28/20,71.269997,71.457497,69.550003,69.644997
4/29/20,71.182503,72.417503,70.972504,71.932503
4/30/20,72.489998,73.6325,72.087502,73.449997
5/1/20,71.5625,74.75,71.462502,72.267502
5/4/20,72.292503,73.422501,71.580002,73.290001
5/5/20,73.764999,75.25,73.614998,74.389999
5/6/20,75.114998,75.809998,74.717499,75.157501
5/7/20,75.805,76.292503,75.4925,75.934998
5/8/20,76.410004,77.587502,76.072502,77.532501
5/11/20,77.025002,79.262497,76.809998,78.752502
5/12/20,79.457497,79.922501,77.727501,77.852501
5/13/20,78.037498,78.987503,75.802498,76.912498
5/14/20,76.127502,77.447502,75.3825,77.385002
5/15/20,75.087502,76.974998,75.052498,76.927498
5/18/20,78.292503,79.125,77.580002,78.739998
5/19/20,78.7575,79.629997,78.252502,78.285004
5/20/20,79.169998,79.879997,79.129997,79.807503
5/21/20,79.665001,80.222504,78.967499,79.212502
5/22/20,78.942497,79.807503,78.837502,79.722504
5/26/20,80.875,81.059998,79.125,79.182503
5/27/20,79.035004,79.677498,78.272499,79.527496
5/28/20,79.192497,80.860001,78.907501,79.5625
5/29/20,79.8125,80.287498,79.1175,79.485001
6/1/20,79.4375,80.587502,79.302498,80.462502
6/2/20,80.1875,80.860001,79.732498,80.834999
6/3/20,81.165001,81.550003,80.574997,81.279999
6/4/20,81.097504,81.404999,80.195,80.580002
6/5/20,80.837502,82.9375,80.807503,82.875
6/8/20,82.5625,83.400002,81.830002,83.364998
6/9/20,83.035004,86.402496,83.002502,85.997498
6/10/20,86.974998,88.692497,86.522499,88.209999
6/11/20,87.327499,87.764999,83.870003,83.974998
6/12/20,86.18,86.949997,83.555,84.699997
6/15/20,83.3125,86.419998,83.144997,85.747498
6/16/20,87.864998,88.300003,86.18,88.019997
6/17/20,88.787498,88.849998,87.772499,87.897499
6/18/20,87.852501,88.362503,87.305,87.932503
6/19/20,88.660004,89.139999,86.287498,87.43
6/22/20,87.834999,89.864998,87.787498,89.717499
6/23/20,91,93.095001,90.567497,91.6325
6/24/20,91.25,92.197502,89.629997,90.014999
6/25/20,90.175003,91.25,89.392502,91.209999
6/26/20,91.102501,91.330002,88.254997,88.407501
6/29/20,88.3125,90.542503,87.82,90.445
6/30/20,90.019997,91.495003,90,91.199997
7/1/20,91.279999,91.839996,90.977501,91.027496
7/2/20,91.962502,92.6175,90.910004,91.027496
